date,shown,clicked,converted,total_spend,ad
10/17/15,20129,1310,59,2371.1,ad_group_11
10/18/15,19975,1307,58,2313.39,ad_group_11
10/19/15,20056,1215,78,2065.5,ad_group_11
10/20/15,20033,1138,70,1854.94,ad_group_11
10/21/15,19696,1196,57,1997.32,ad_group_11
10/22/15,19405,1143,58,1897.38,ad_group_11
10/23/15,22130,1406,79,2376.14,ad_group_11
10/24/15,19660,1311,63,2281.14,ad_group_11
10/25/15,19947,1436,58,2886.36,ad_group_11
10/26/15,0,0,0,0,ad_group_11
10/27/15,19426,1186,64,2016.2,ad_group_11
10/28/15,19268,1264,62,2262.56,ad_group_11
10/29/15,21620,1374,62,2349.54,ad_group_11
10/30/15,21415,1210,67,1996.5,ad_group_11
10/31/15,18904,1172,50,1992.4,ad_group_11
11/1/15,19240,1144,53,1956.24,ad_group_11
11/2/15,19380,1420,66,2712.2,ad_group_11
11/3/15,20606,1390,61,2641,ad_group_11
11/4/15,21135,1296,60,2332.8,ad_group_11
11/5/15,21253,1066,62,1513.72,ad_group_11
11/6/15,20818,1271,66,2249.67,ad_group_11
11/7/15,18337,0,0,0,ad_group_11
11/8/15,19281,1304,58,2373.28,ad_group_11
11/9/15,19464,1258,53,2214.08,ad_group_11
11/10/15,19782,1254,59,2156.88,ad_group_11
11/11/15,20464,0,0,0,ad_group_11
11/12/15,19344,1165,68,2038.75,ad_group_11
11/13/15,19871,1293,65,2353.26,ad_group_11
11/14/15,19340,1408,59,2618.88,ad_group_11
11/15/15,19911,1125,66,1777.5,ad_group_11
11/16/15,20067,1119,64,1712.07,ad_group_11
11/17/15,20423,1203,72,2045.1,ad_group_11
11/18/15,19838,1242,57,2173.5,ad_group_11
11/19/15,20019,1474,63,2918.52,ad_group_11
11/20/15,20007,1326,47,2413.32,ad_group_11
11/21/15,0,0,0,0,ad_group_11
11/22/15,20437,1433,57,2708.37,ad_group_11
10/1/15,26000,1489,113,3320.47,ad_group_12
10/2/15,26456,1550,152,3053.5,ad_group_12
10/3/15,29113,1874,177,3860.44,ad_group_12
10/4/15,27088,1604,150,3432.56,ad_group_12
10/5/15,27250,1594,158,3283.64,ad_group_12
10/6/15,27967,1941,169,4483.71,ad_group_12
10/7/15,27374,1755,130,3861,ad_group_12
10/8/15,27684,1973,150,4537.9,ad_group_12
10/9/15,28593,1811,172,3549.56,ad_group_12
10/10/15,28362,1782,171,3724.38,ad_group_12
10/11/15,29632,1679,164,3492.32,ad_group_12
10/12/15,28584,1639,118,3081.32,ad_group_12
10/13/15,28879,1561,174,2965.9,ad_group_12
10/14/15,28899,1841,163,3884.51,ad_group_12
10/15/15,29578,1629,138,2948.49,ad_group_12
10/16/15,29209,1871,144,4060.07,ad_group_12
10/17/15,28822,1670,196,3507,ad_group_12
10/18/15,29382,1565,153,2895.25,ad_group_12
10/19/15,29385,1997,157,4353.46,ad_group_12
10/20/15,29190,2062,183,4495.16,ad_group_12
10/21/15,30519,2102,184,4708.48,ad_group_12
10/22/15,31549,1910,158,4049.2,ad_group_12
10/23/15,29804,1583,153,2928.55,ad_group_12
10/24/15,29332,1452,177,2889.48,ad_group_12
10/25/15,30887,1894,161,3996.34,ad_group_12
10/26/15,30667,0,0,0,ad_group_12
10/27/15,28306,1607,179,3278.28,ad_group_12
10/28/15,30376,1585,167,3170,ad_group_12
10/29/15,30588,1689,203,3293.55,ad_group_12
10/30/15,29999,1954,181,4416.04,ad_group_12
10/31/15,28763,1903,153,4224.66,ad_group_12
11/1/15,30133,1812,181,3714.6,ad_group_12
11/2/15,29908,1823,153,3828.3,ad_group_12
11/3/15,29566,1713,175,3408.87,ad_group_12
11/4/15,28052,1850,176,3922,ad_group_12
11/5/15,29632,1888,146,3776,ad_group_12
11/6/15,29347,1765,136,3635.9,ad_group_12
11/7/15,31211,1831,189,3588.76,ad_group_12
11/8/15,30424,2063,160,4579.86,ad_group_12
11/9/15,29384,1786,175,4054.22,ad_group_12
11/10/15,28076,1588,145,3144.24,ad_group_12
11/11/15,28778,1816,165,3632,ad_group_12
11/12/15,29004,1615,133,3020.05,ad_group_12
11/13/15,30695,1691,161,3331.27,ad_group_12
11/14/15,31033,1790,179,3741.1,ad_group_12
11/15/15,30232,2148,211,5047.8,ad_group_12
11/16/15,30638,2197,167,5097.04,ad_group_12
11/17/15,28411,1946,165,4359.04,ad_group_12
11/18/15,27504,1853,166,4206.31,ad_group_12
11/19/15,28944,1615,145,3456.1,ad_group_12
11/20/15,0,0,0,0,ad_group_12
11/21/15,28401,1747,145,3598.82,ad_group_12
11/22/15,29480,1579,174,3300.11,ad_group_12
10/1/15,162075,14470,1389,26190.7,ad_group_13
10/2/15,156520,14062,1334,25733.46,ad_group_13
10/3/15,158721,10134,1383,13275.54,ad_group_13
10/4/15,168742,14309,1233,24611.48,ad_group_13
10/5/15,172151,14498,1380,24791.58,ad_group_13
10/6/15,170787,15286,1447,27667.66,ad_group_13
10/7/15,157452,12483,1343,20097.63,ad_group_13
10/8/15,147795,12541,1067,21695.93,ad_group_13
10/9/15,151178,12581,1397,21261.89,ad_group_13
10/10/15,154686,14703,1280,28229.76,ad_group_13
10/11/15,152391,13993,1213,26026.98,ad_group_13
10/12/15,160905,14314,1326,25908.34,ad_group_13
10/13/15,155760,13844,1347,24919.2,ad_group_13
10/14/15,159278,13505,1296,23228.6,ad_group_13
10/15/15,158566,13904,1162,24749.12,ad_group_13
10/16/15,0,0,0,0,ad_group_13
10/17/15,172650,11931,1491,16822.71,ad_group_13
10/18/15,163903,12108,1314,18283.08,ad_group_13
10/19/15,169756,16057,1552,30829.44,ad_group_13
10/20/15,163310,12755,1275,20280.45,ad_group_13
10/21/15,161946,14304,1179,25747.2,ad_group_13
10/22/15,160821,14327,1108,25931.87,ad_group_13
10/23/15,161809,15014,1224,28376.46,ad_group_13
10/24/15,158888,13811,1477,24307.36,ad_group_13
10/25/15,163037,15268,1258,29009.2,ad_group_13
10/26/15,169003,15287,1297,27975.21,ad_group_13
10/27/15,160969,14019,1442,24813.63,ad_group_13
10/28/15,165865,13535,1253,22603.45,ad_group_13
10/29/15,168829,16252,1491,31691.4,ad_group_13
10/30/15,157960,12359,1273,19774.4,ad_group_13
10/31/15,162101,13579,1302,23220.09,ad_group_13
11/1/15,176056,18192,1578,38203.2,ad_group_13
11/2/15,176898,15956,1232,29199.48,ad_group_13
11/3/15,164373,14639,1307,26496.59,ad_group_13
11/4/15,157876,12151,1505,19077.07,ad_group_13
11/5/15,148906,11270,1201,17355.8,ad_group_13
11/6/15,159041,12726,1319,20743.38,ad_group_13
11/7/15,162620,14041,1445,24712.16,ad_group_13
11/8/15,159542,14090,1418,25221.1,ad_group_13
11/9/15,151273,12812,1130,22036.64,ad_group_13
11/10/15,155285,12885,1246,21775.65,ad_group_13
11/11/15,0,0,0,0,ad_group_13
11/12/15,159876,13903,1221,24469.28,ad_group_13
11/13/15,158855,13805,1349,24434.85,ad_group_13
11/14/15,161889,13608,1232,23269.68,ad_group_13
11/15/15,165597,15275,997,28564.25,ad_group_13
11/16/15,158326,12131,1138,18924.36,ad_group_13
11/17/15,161199,13810,1161,23891.3,ad_group_13
11/18/15,162365,14756,1304,27151.04,ad_group_13
11/19/15,159725,13384,1421,22886.64,ad_group_13
11/20/15,159950,13659,1332,23766.66,ad_group_13
11/21/15,164310,13531,1329,22596.77,ad_group_13
11/22/15,165662,14084,1343,24365.32,ad_group_13
10/1/15,8556,281,17,216.37,ad_group_14
10/2/15,8086,227,20,156.63,ad_group_14
10/3/15,7708,249,16,189.24,ad_group_14
10/4/15,7665,237,16,175.38,ad_group_14
10/5/15,7719,213,21,140.58,ad_group_14
10/6/15,7494,238,15,178.5,ad_group_14
10/7/15,7783,217,22,145.39,ad_group_14
10/8/15,8574,284,23,215.84,ad_group_14
10/9/15,8356,283,21,226.4,ad_group_14
10/10/15,8530,250,22,172.5,ad_group_14
10/11/15,8897,255,24,178.5,ad_group_14
10/12/15,8615,295,24,238.95,ad_group_14
10/13/15,8515,245,20,166.6,ad_group_14
10/14/15,8504,260,20,187.2,ad_group_14
10/15/15,8484,260,25,189.8,ad_group_14
10/16/15,8658,241,23,156.65,ad_group_14
10/17/15,8465,254,21,182.88,ad_group_14
10/18/15,8863,271,21,200.54,ad_group_14
10/19/15,8120,230,20,156.4,ad_group_14
10/20/15,8666,268,19,190.28,ad_group_14
10/21/15,8527,266,22,188.86,ad_group_14
10/22/15,8359,219,21,140.16,ad_group_14
10/23/15,8739,314,17,263.76,ad_group_14
10/24/15,8540,249,18,171.81,ad_group_14
10/25/15,8175,254,23,182.88,ad_group_14
10/26/15,8537,285,19,216.6,ad_group_14
10/27/15,8522,211,21,128.71,ad_group_14
10/28/15,8565,259,19,183.89,ad_group_14
10/29/15,9072,267,21,189.57,ad_group_14
10/30/15,8633,297,28,237.6,ad_group_14
10/31/15,8373,254,18,180.34,ad_group_14
11/1/15,8420,210,22,128.1,ad_group_14
11/2/15,8361,214,22,132.68,ad_group_14
11/3/15,9050,275,21,200.75,ad_group_14
11/5/15,8132,232,19,155.44,ad_group_14
11/6/15,8566,236,21,158.12,ad_group_14
11/7/15,8810,281,24,207.94,ad_group_14
11/8/15,8847,262,18,183.4,ad_group_14
11/9/15,8226,268,21,206.36,ad_group_14
11/10/15,8499,250,22,177.5,ad_group_14
11/11/15,8511,200,25,114,ad_group_14
11/12/15,8209,286,24,231.66,ad_group_14
11/13/15,8634,291,23,226.98,ad_group_14
11/14/15,8365,271,19,205.96,ad_group_14
11/15/15,8315,240,21,163.2,ad_group_14
11/16/15,8291,210,18,126,ad_group_14
11/17/15,8681,282,19,211.5,ad_group_14
11/18/15,8684,229,24,153.43,ad_group_14
11/19/15,8909,190,17,102.6,ad_group_14
11/20/15,8547,274,23,202.76,ad_group_14
11/21/15,8653,244,24,163.48,ad_group_14
11/22/15,8967,289,26,219.64,ad_group_14
10/1/15,14811,326,16,264.06,ad_group_15
10/2/15,15326,346,18,294.1,ad_group_15
10/3/15,16063,282,16,188.94,ad_group_15
10/4/15,15156,304,16,194.56,ad_group_15
10/5/15,15088,322,12,251.16,ad_group_15
10/6/15,15920,337,15,256.12,ad_group_15
10/7/15,14981,341,16,265.98,ad_group_15
10/8/15,15805,317,16,231.41,ad_group_15
10/9/15,15201,385,15,327.25,ad_group_15
10/10/15,15970,431,18,370.66,ad_group_15
10/11/15,15478,455,18,427.7,ad_group_15
10/12/15,16816,407,16,350.02,ad_group_15
10/13/15,14797,421,15,383.11,ad_group_15
10/14/15,16432,374,19,295.46,ad_group_15
10/15/15,15392,390,15,312,ad_group_15
10/16/15,15339,379,16,318.36,ad_group_15
10/17/15,15748,338,16,280.54,ad_group_15
10/18/15,15282,280,16,207.2,ad_group_15
10/19/15,14656,320,16,230.4,ad_group_15
10/20/15,15853,320,16,243.2,ad_group_15
10/21/15,15611,326,18,254.28,ad_group_15
10/22/15,15927,430,16,374.1,ad_group_15
10/23/15,15369,291,18,197.88,ad_group_15
10/24/15,14831,391,15,359.72,ad_group_15
10/25/15,15529,403,17,350.61,ad_group_15
10/26/15,15516,256,15,163.84,ad_group_15
10/27/15,15338,329,17,259.91,ad_group_15
10/28/15,16074,397,16,345.39,ad_group_15
10/29/15,14998,332,17,272.24,ad_group_15
10/30/15,15784,364,17,283.92,ad_group_15
10/31/15,15523,415,17,365.2,ad_group_15
11/1/15,16036,344,17,261.44,ad_group_15
11/2/15,15113,328,16,242.72,ad_group_15
11/3/15,15996,419,16,364.53,ad_group_15
11/4/15,15390,350,13,273,ad_group_15
11/5/15,16605,358,20,282.82,ad_group_15
11/6/15,16239,396,18,348.48,ad_group_15
11/7/15,16285,410,16,356.7,ad_group_15
11/8/15,14019,289,17,219.64,ad_group_15
11/9/15,16146,353,20,292.99,ad_group_15
11/10/15,15149,343,15,288.12,ad_group_15
11/11/15,15865,354,19,279.66,ad_group_15
11/12/15,14290,301,17,231.77,ad_group_15
11/13/15,16000,400,16,320,ad_group_15
11/14/15,16043,416,18,357.76,ad_group_15
11/15/15,15945,360,16,291.6,ad_group_15
11/16/15,14942,338,16,260.26,ad_group_15
11/17/15,16995,288,20,187.2,ad_group_15
11/18/15,14407,365,16,302.95,ad_group_15
11/19/15,16140,465,18,441.75,ad_group_15
11/20/15,15289,393,19,326.19,ad_group_15
11/21/15,15216,309,20,228.66,ad_group_15
11/22/15,14873,310,16,251.1,ad_group_15
10/1/15,29364,876,64,551.88,ad_group_16
10/2/15,28636,931,72,633.08,ad_group_16
10/3/15,30257,786,78,432.3,ad_group_16
10/4/15,29979,861,74,516.6,ad_group_16
10/5/15,30600,906,70,561.72,ad_group_16
10/6/15,30270,863,66,517.8,ad_group_16
10/7/15,30935,640,81,281.6,ad_group_16
10/8/15,31393,642,70,282.48,ad_group_16
10/9/15,31850,829,69,455.95,ad_group_16
10/10/15,31499,835,77,467.6,ad_group_16
10/11/15,30237,725,74,369.75,ad_group_16
10/12/15,31187,1119,77,839.25,ad_group_16
10/13/15,32063,864,80,492.48,ad_group_16
10/14/15,32168,803,79,425.59,ad_group_16
10/15/15,31426,1016,72,690.88,ad_group_16
10/16/15,31376,857,82,497.06,ad_group_16
10/17/15,31506,794,70,428.76,ad_group_16
10/18/15,29937,727,77,378.04,ad_group_16
10/19/15,0,0,0,0,ad_group_16
10/20/15,30763,894,76,545.34,ad_group_16
10/21/15,29809,783,79,430.65,ad_group_16
10/22/15,30341,729,70,371.79,ad_group_16
10/23/15,30702,819,66,458.64,ad_group_16
10/24/15,30571,793,65,436.15,ad_group_16
10/25/15,30110,765,77,413.1,ad_group_16
10/26/15,33337,845,80,447.85,ad_group_16
10/27/15,30919,860,82,507.4,ad_group_16
10/28/15,31760,924,83,572.88,ad_group_16
10/29/15,0,0,0,0,ad_group_16
10/30/15,29710,758,67,409.32,ad_group_16
10/31/15,31676,794,69,420.82,ad_group_16
11/1/15,30933,811,76,454.16,ad_group_16
11/2/15,29889,939,76,619.74,ad_group_16
11/3/15,29195,727,72,385.31,ad_group_16
11/4/15,29994,690,76,331.2,ad_group_16
11/5/15,29264,816,68,481.44,ad_group_16
11/6/15,31058,745,70,379.95,ad_group_16
11/7/15,30887,879,76,527.4,ad_group_16
11/8/15,32897,810,79,429.3,ad_group_16
11/9/15,32748,1034,78,682.44,ad_group_16
11/10/15,30069,862,72,525.82,ad_group_16
11/11/15,31274,733,75,366.5,ad_group_16
11/12/15,30898,894,63,545.34,ad_group_16
11/13/15,30093,734,66,389.02,ad_group_16
11/14/15,31333,824,73,453.2,ad_group_16
11/15/15,30733,740,67,384.8,ad_group_16
11/16/15,29262,743,60,401.22,ad_group_16
11/17/15,31986,889,72,524.51,ad_group_16
11/18/15,30987,716,63,358,ad_group_16
11/19/15,30192,705,70,352.5,ad_group_16
11/20/15,28341,661,61,330.5,ad_group_16
11/21/15,30879,857,71,505.63,ad_group_16
11/22/15,31246,917,72,568.54,ad_group_16
10/1/15,119141,945,10,378,ad_group_17
10/2/15,122091,1169,11,467.6,ad_group_17
10/3/15,125866,1107,12,442.8,ad_group_17
10/4/15,117050,987,15,384.93,ad_group_17
10/5/15,126830,1066,13,405.08,ad_group_17
10/6/15,121725,1083,14,465.69,ad_group_17
10/7/15,128692,1265,12,518.65,ad_group_17
10/8/15,127762,1113,14,422.94,ad_group_17
10/9/15,136497,1119,14,447.6,ad_group_17
10/10/15,133095,1166,12,513.04,ad_group_17
10/11/15,132842,1220,12,488,ad_group_17
10/12/15,134880,1063,15,425.2,ad_group_17
10/13/15,134224,1072,15,428.8,ad_group_17
10/14/15,135003,1106,16,398.16,ad_group_17
10/15/15,134547,1099,16,439.6,ad_group_17
10/16/15,144187,1331,13,585.64,ad_group_17
10/17/15,140523,1113,13,422.94,ad_group_17
10/18/15,141304,1240,16,471.2,ad_group_17
10/19/15,146614,1254,16,501.6,ad_group_17
10/20/15,139057,1181,15,472.4,ad_group_17
10/21/15,135962,1228,15,503.48,ad_group_17
10/22/15,143825,1304,15,482.48,ad_group_17
10/23/15,142232,1254,14,451.44,ad_group_17
10/24/15,139281,1118,15,402.48,ad_group_17
10/25/15,140519,1279,14,486.02,ad_group_17
10/26/15,144902,1419,13,539.22,ad_group_17
10/27/15,137600,1267,13,506.8,ad_group_17
10/28/15,143455,1459,15,641.96,ad_group_17
10/29/15,139720,1184,15,473.6,ad_group_17
10/30/15,148170,1451,14,623.93,ad_group_17
10/31/15,141870,1178,16,471.2,ad_group_17
11/1/15,146324,1083,16,433.2,ad_group_17
11/2/15,147966,1269,17,507.6,ad_group_17
11/3/15,142022,1133,13,419.21,ad_group_17
11/4/15,144889,1288,15,502.32,ad_group_17
11/5/15,153286,1342,17,523.38,ad_group_17
11/6/15,150737,1306,16,509.34,ad_group_17
11/7/15,146844,1353,15,527.67,ad_group_17
11/8/15,153352,1313,15,498.94,ad_group_17
11/9/15,147945,1129,18,429.02,ad_group_17
11/10/15,145345,1334,15,560.28,ad_group_17
11/11/15,138236,1295,15,492.1,ad_group_17
11/12/15,141678,1178,11,471.2,ad_group_17
11/13/15,145660,1328,16,517.92,ad_group_17
11/14/15,139609,1329,15,544.89,ad_group_17
11/15/15,145326,1455,14,611.1,ad_group_17
11/16/15,144111,1419,15,567.6,ad_group_17
11/17/15,148767,1628,16,781.44,ad_group_17
11/18/15,143802,1239,13,470.82,ad_group_17
11/19/15,140575,1301,14,494.38,ad_group_17
11/20/15,145576,984,13,364.08,ad_group_17
11/21/15,142373,1232,13,468.16,ad_group_17
11/22/15,138435,1357,16,556.37,ad_group_17
10/1/15,75128,7169,539,13836.17,ad_group_18
10/2/15,82618,6760,556,11154,ad_group_18
10/3/15,91208,8685,526,16675.2,ad_group_18
10/4/15,79333,9133,453,21188.56,ad_group_18
10/5/15,88208,9013,594,18566.78,ad_group_18
10/6/15,85664,8335,655,16336.6,ad_group_18
10/7/15,83412,8330,634,16826.6,ad_group_18
10/8/15,81466,8950,614,19869,ad_group_18
10/10/15,92281,9109,705,18218,ad_group_18
10/11/15,92496,7528,703,12421.2,ad_group_18
10/12/15,91490,8334,639,15334.56,ad_group_18
10/13/15,88530,8978,685,18404.9,ad_group_18
10/14/15,85891,9807,674,22556.1,ad_group_18
10/15/15,90761,9654,632,20756.1,ad_group_18
10/16/15,89481,8264,627,15453.68,ad_group_18
10/17/15,92454,9600,545,20160,ad_group_18
10/18/15,92578,8844,691,17068.92,ad_group_18
10/19/15,89925,8421,642,15915.69,ad_group_18
10/20/15,90806,9710,655,20973.6,ad_group_18
10/21/15,89923,8225,449,15216.25,ad_group_18
10/22/15,88250,9128,553,19077.52,ad_group_18
10/23/15,87049,8821,542,18083.05,ad_group_18
10/24/15,88780,8502,619,16493.88,ad_group_18
10/25/15,89654,8777,663,17378.46,ad_group_18
10/26/15,94807,9004,652,17287.68,ad_group_18
10/27/15,89207,8375,679,15912.5,ad_group_18
10/28/15,91094,7643,560,12993.1,ad_group_18
10/29/15,89323,8853,711,17794.53,ad_group_18
10/30/15,89735,7476,598,12559.68,ad_group_18
10/31/15,91884,7817,641,13445.24,ad_group_18
11/1/15,93762,9716,453,20306.44,ad_group_18
11/2/15,89696,8814,623,17539.86,ad_group_18
11/3/15,91572,9645,552,20543.85,ad_group_18
11/4/15,90455,9193,588,18845.65,ad_group_18
11/5/15,91998,10502,526,24154.6,ad_group_18
11/6/15,90255,9297,712,19337.76,ad_group_18
11/7/15,91445,10070,761,22355.4,ad_group_18
11/8/15,86990,9334,654,20254.78,ad_group_18
11/9/15,87371,8885,655,18303.1,ad_group_18
11/10/15,89613,8512,558,16343.04,ad_group_18
11/11/15,87017,10103,654,23641.02,ad_group_18
11/12/15,91952,9753,800,20871.42,ad_group_18
11/13/15,91532,10181,669,22805.44,ad_group_18
11/14/15,88235,8936,471,18318.8,ad_group_18
11/15/15,91442,8779,626,17031.26,ad_group_18
11/16/15,92333,9574,656,20009.66,ad_group_18
11/17/15,93126,8708,725,16458.12,ad_group_18
11/18/15,88179,8324,793,15898.84,ad_group_18
11/19/15,85460,7667,582,13877.27,ad_group_18
11/20/15,90332,8217,597,15119.28,ad_group_18
11/21/15,90874,9295,469,19240.65,ad_group_18
11/22/15,87391,7871,479,14325.22,ad_group_18
10/1/15,16587,1749,43,4407.48,ad_group_19
10/2/15,17845,1724,45,3947.96,ad_group_19
10/3/15,16565,1555,44,3498.75,ad_group_19
10/4/15,15709,1305,36,2623.05,ad_group_19
10/5/15,16483,1538,39,3429.74,ad_group_19
10/6/15,17939,1833,45,4362.54,ad_group_19
10/7/15,16032,1474,45,3154.36,ad_group_19
10/8/15,20459,1733,37,3639.3,ad_group_19
10/9/15,19972,1618,46,3252.18,ad_group_19
10/10/15,20127,1996,50,4710.56,ad_group_19
10/11/15,21656,1693,55,3284.42,ad_group_19
10/12/15,21255,2400,55,6336,ad_group_19
10/13/15,20109,2214,50,5712.12,ad_group_19
10/14/15,21067,1795,52,3769.5,ad_group_19
10/15/15,18886,1598,44,3259.92,ad_group_19
10/16/15,20380,2044,46,5007.8,ad_group_19
10/17/15,20447,2136,51,5340,ad_group_19
10/18/15,18988,1864,51,4305.84,ad_group_19
10/19/15,20407,2040,48,4875.6,ad_group_19
10/20/15,20196,1926,54,4372.02,ad_group_19
10/21/15,19936,2184,49,5525.52,ad_group_19
10/22/15,20139,2177,56,5398.96,ad_group_19
10/23/15,20214,2020,49,4888.4,ad_group_19
10/24/15,19925,1941,45,4483.71,ad_group_19
10/25/15,21078,1728,56,3525.12,ad_group_19
10/26/15,18443,1790,54,4045.4,ad_group_19
10/27/15,19470,1766,46,3920.52,ad_group_19
10/28/15,18927,1832,45,4286.88,ad_group_19
10/29/15,19645,2004,46,4789.56,ad_group_19
10/30/15,19501,1378,48,2507.96,ad_group_19
10/31/15,20379,2225,54,5429,ad_group_19
11/1/15,19590,1746,48,3753.9,ad_group_19
11/2/15,20317,2037,46,4949.91,ad_group_19
11/3/15,19092,1835,43,4147.1,ad_group_19
11/4/15,20154,2082,47,4975.98,ad_group_19
11/5/15,20485,2099,47,5205.52,ad_group_19
11/6/15,19191,1968,52,4742.88,ad_group_19
11/7/15,19481,1737,42,3856.14,ad_group_19
11/8/15,19629,2055,56,5075.85,ad_group_19
11/9/15,19014,1861,51,4354.74,ad_group_19
11/10/15,19644,2164,53,5734.6,ad_group_19
11/11/15,20063,1987,48,4629.71,ad_group_19
11/12/15,19184,1781,54,4078.49,ad_group_19
11/13/15,19751,1737,41,3786.66,ad_group_19
11/14/15,20011,1343,44,2296.53,ad_group_19
11/15/15,19658,1541,50,2958.72,ad_group_19
11/16/15,19106,1785,45,3891.3,ad_group_19
11/17/15,20703,1614,55,3131.16,ad_group_19
11/18/15,19099,1881,45,4288.68,ad_group_19
11/19/15,0,0,0,0,ad_group_19
11/20/15,19779,1719,46,3678.66,ad_group_19
11/21/15,20670,1835,49,3945.25,ad_group_19
11/22/15,20971,1409,59,2409.39,ad_group_19
10/1/15,129414,7441,381,12277.65,ad_group_20
10/2/15,0,0,0,0,ad_group_20
10/3/15,120113,7264,349,13147.84,ad_group_20
10/4/15,120582,7115,332,12522.4,ad_group_20
10/5/15,125708,7336,383,13131.44,ad_group_20
10/6/15,126146,9027,416,18324.81,ad_group_20
10/7/15,125031,7254,338,12621.96,ad_group_20
10/8/15,122554,7194,365,12589.5,ad_group_20
10/9/15,119447,7822,366,15800.44,ad_group_20
10/10/15,128366,7626,364,13116.72,ad_group_20
10/11/15,132260,8249,425,15590.61,ad_group_20
10/12/15,121332,7052,314,12975.68,ad_group_20
10/13/15,126122,8042,357,14475.6,ad_group_20
10/14/15,127862,7070,356,12160.4,ad_group_20
10/15/15,125139,7583,337,13725.23,ad_group_20
10/16/15,128147,7774,395,14304.16,ad_group_20
10/17/15,124658,7986,317,15173.4,ad_group_20
10/18/15,120789,7143,380,12500.25,ad_group_20
10/19/15,118560,7171,360,12979.51,ad_group_20
10/20/15,118878,7250,309,13340,ad_group_20
10/21/15,116096,7895,372,16184.75,ad_group_20
10/22/15,116975,6916,309,11826.36,ad_group_20
10/23/15,126001,7412,339,12526.28,ad_group_20
10/24/15,126009,8235,418,15234.75,ad_group_20
10/25/15,122498,7699,333,14551.11,ad_group_20
10/26/15,125415,7389,374,13743.54,ad_group_20
10/27/15,124434,7524,392,13693.68,ad_group_20
10/28/15,124149,7887,368,15300.78,ad_group_20
10/29/15,123134,7306,313,13516.1,ad_group_20
10/30/15,120116,7453,388,13713.52,ad_group_20
10/31/15,119791,7927,345,14664.95,ad_group_20
11/1/15,121553,7461,334,13355.19,ad_group_20
11/2/15,122490,7784,363,14945.28,ad_group_20
11/3/15,122695,6621,370,11255.7,ad_group_20
11/4/15,120596,7262,322,13289.46,ad_group_20
11/5/15,118590,7731,323,14302.35,ad_group_20
11/6/15,120840,6516,301,11077.2,ad_group_20
11/7/15,119449,6839,372,12173.42,ad_group_20
11/8/15,121774,7004,363,12747.28,ad_group_20
11/9/15,120435,7706,330,15257.88,ad_group_20
11/10/15,126345,8847,319,17428.59,ad_group_20
11/11/15,127047,7376,359,12760.48,ad_group_20
11/12/15,128681,7620,406,13106.4,ad_group_20
11/13/15,124976,7167,332,12327.24,ad_group_20
11/14/15,121498,7657,329,14931.15,ad_group_20
11/15/15,126065,8272,394,15468.64,ad_group_20
11/16/15,121516,6647,327,11100.49,ad_group_20
11/17/15,115560,6994,292,13078.78,ad_group_20
11/19/15,124562,8740,296,17917,ad_group_20
11/20/15,120991,6853,288,12129.81,ad_group_20
11/21/15,121062,7831,303,14330.73,ad_group_20
11/22/15,120779,7516,351,14054.92,ad_group_20
10/1/15,24715,195,10,179.4,ad_group_21
10/2/15,26183,0,0,0,ad_group_21
10/3/15,27872,264,14,369.6,ad_group_21
10/4/15,27479,245,13,296.45,ad_group_21
10/5/15,28009,228,12,241.68,ad_group_21
10/6/15,29657,332,12,385.12,ad_group_21
10/7/15,28806,216,15,241.92,ad_group_21
10/8/15,27141,261,12,276.66,ad_group_21
10/9/15,27048,271,13,295.39,ad_group_21
10/10/15,26064,258,12,268.32,ad_group_21
10/11/15,26131,243,14,289.17,ad_group_21
10/12/15,25640,249,12,286.35,ad_group_21
10/13/15,25616,245,13,259.7,ad_group_21
10/14/15,25594,249,12,311.25,ad_group_21
10/15/15,26173,282,11,301.74,ad_group_21
10/16/15,26910,228,11,273.6,ad_group_21
10/17/15,28102,267,15,291.03,ad_group_21
10/18/15,27078,260,15,280.8,ad_group_21
10/19/15,28084,305,14,326.35,ad_group_21
10/20/15,26069,261,13,271.44,ad_group_21
10/21/15,27902,243,15,257.58,ad_group_21
10/22/15,29016,245,13,245,ad_group_21
10/23/15,30060,282,15,315.84,ad_group_21
10/24/15,28258,294,15,361.62,ad_group_21
10/25/15,27797,246,16,265.68,ad_group_21
10/26/15,25591,187,11,194.48,ad_group_21
10/27/15,26555,214,11,241.82,ad_group_21
10/28/15,28766,281,14,334.39,ad_group_21
10/29/15,27269,229,12,270.22,ad_group_21
10/30/15,29668,264,13,290.4,ad_group_21
10/31/15,28976,266,13,335.16,ad_group_21
11/1/15,26760,270,13,291.6,ad_group_21
11/2/15,27034,304,13,352.64,ad_group_21
11/3/15,27229,243,13,257.58,ad_group_21
11/4/15,26822,252,11,249.48,ad_group_21
11/5/15,26314,0,0,0,ad_group_21
11/6/15,26034,233,11,272.61,ad_group_21
11/7/15,27696,234,12,229.32,ad_group_21
11/8/15,29371,289,13,326.57,ad_group_21
11/9/15,28778,284,15,332.28,ad_group_21
11/10/15,28352,222,15,233.1,ad_group_21
11/11/15,26930,215,11,225.75,ad_group_21
11/12/15,27473,262,15,285.58,ad_group_21
11/13/15,26972,312,14,424.32,ad_group_21
11/14/15,27031,256,13,281.6,ad_group_21
11/15/15,26664,299,13,313.95,ad_group_21
